Timestamp,trade-volume
2018-12-20 00:00:00,634009810.6215
2018-12-21 00:00:00,938950259.6941
2018-12-22 00:00:00,517173186.5707
2018-12-23 00:00:00,308837573.1195
2018-12-24 00:00:00,363146370.6295
2018-12-25 00:00:00,527571934.611
2018-12-26 00:00:00,434097462.7776
2018-12-27 00:00:00,332210350.9134
2018-12-28 00:00:00,337691484.727
2018-12-29 00:00:00,411735063.4695
2018-12-30 00:00:00,273159528.0084
2018-12-31 00:00:00,269191858.2192
2019-01-01 00:00:00,269488845.2883
2019-01-02 00:00:00,241928399.1936
2019-01-03 00:00:00,316777254.4324
2019-01-04 00:00:00,176624966.0853
2019-01-05 00:00:00,293647134.8172
2019-01-06 00:00:00,153177701.3242
2019-01-07 00:00:00,262637389.9754
2019-01-08 00:00:00,314915700.8125
2019-01-09 00:00:00,298841666.9663
2019-01-10 00:00:00,371858817.1904
2019-01-11 00:00:00,465176834.075
2019-01-12 00:00:00,307270949.362
2019-01-13 00:00:00,193636744.4875
2019-01-14 00:00:00,170721560.2716
2019-01-15 00:00:00,274892455.2504
2019-01-16 00:00:00,273280909.2784
2019-01-17 00:00:00,237255849.8063
2019-01-18 00:00:00,242822024.8965
2019-01-19 00:00:00,193239371.5764
2019-01-20 00:00:00,205575557.0148
2019-01-21 00:00:00,214411839.6388
2019-01-22 00:00:00,200754427.9994
2019-01-23 00:00:00,209940367.5135
2019-01-24 00:00:00,204197869.728
2019-01-25 00:00:00,151516265.225
2019-01-26 00:00:00,184223340.8878
2019-01-27 00:00:00,157218439.56
2019-01-28 00:00:00,162815294.3
2019-01-29 00:00:00,219370864.0452
2019-01-30 00:00:00,125314902.44
2019-01-31 00:00:00,160951786
2019-02-01 00:00:00,112849977.6102
2019-02-02 00:00:00,119780828.0399
2019-02-03 00:00:00,73800005.4882
2019-02-04 00:00:00,80969399.1302
2019-02-05 00:00:00,63553033.7805
2019-02-06 00:00:00,75066281.3502
2019-02-07 00:00:00,143900701.53
2019-02-08 00:00:00,58905094.7252
2019-02-09 00:00:00,301771987.6032
2019-02-10 00:00:00,106699453.4838
2019-02-11 00:00:00,153422578.8162
2019-02-12 00:00:00,145036524.776
2019-02-13 00:00:00,163866857.0902
2019-02-14 00:00:00,238668724.195
2019-02-15 00:00:00,162192885.407
2019-02-16 00:00:00,120798170.078
2019-02-17 00:00:00,93191938.5265
2019-02-18 00:00:00,224982994.9734
2019-02-19 00:00:00,429150386.544
